Data Group,Run,Specimen/Site ID,Specimen or Site Description,Time Scan Start,Time Scan End,Midpoint of Scan Time,"Scan 
Context",Motion Correction,Include in Analysis?,Fiber ID,Da Vinci  Used,Sealing type ,"Bursting
left/ right*
[mmHg]",Other Notes,Energy Applied?,Energy Instrument,Power Delivered,Duration,Time Energy Was Applied,Delta Between Cautery Time and Scan Time,Data Channels Used,BG to Use,Reference Frame,Histopathology Registered?,Annotation Tool?,Deconvolution Performed?,Position Corrected?,,Raw data file,Background file,Deconvolution File,Text File,Video Path,Non-MC Corrected Positions,Refined Positions,Annotation File
PEM,47,,,12:08,12:09,12:08,In Vivo,[Needs MC],,G004,Xi,,,,,,,,,,"[CH1, CH2]",Bkg2,853,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_47.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_47.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run47.avi,,,
PEM,48,,,12:10,12:11,12:10,In Vivo,Not Needed,,G004,Xi,,,,,,,,,,"[CH1, CH2]",Bkg2,415,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_48.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_48.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run48.avi,,,
PEM,49,,,12:11,12:11,12:11,In Vivo,Not Needed,,G004,Xi,,,,,,,,,,"[CH1, CH2]",Bkg2,645,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_49.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_49.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run49.avi,,,
PEM,50,,,12:11,12:11,12:11,In Vivo,Not Needed,,G004,Xi,,,,,,,,,,"[CH1, CH2]",Bkg2,1,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_50.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_50.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run50.avi,,,
PEM,51,,,12:12,12:13,12:12,In Vivo,Not Needed,,G004,Xi,,,,,,,,,,"[CH1, CH2]",Bkg2,1511,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\2023_03_22_PEM_51.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\DECONVOLVED_FILES\2023_03_22_PEM_51.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_PEM\videos\2023_03_22_PEM_run51.avi,,,
PEM,52,,,12:13,12:13,12:13,In Vivo,Not Needed,Discard,G004,Xi,,,,,,,,,,Discard,Bkg2,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEM,53,,,01:24,01:24,01:24,In Vivo,Not Needed,Discard,G004,Xi,,,,,,,,,,Discard,Bkg2,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vessels,1,,,14:09,14:10,14:09,In Vivo,[Needs MC],,G008,Xi,,,Pre-Vessel Seal (Area 1),Yes - After Scan,,,,,,"[CH1, CH2, CH3]",Bkg1,511,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\2023_03_22_Vessels_01.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\Background\Background01.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\videos\2023_03_22_Vessels_run1.avi,,,
Vessels,2,,,14:11,14:11,14:11,In Vivo,Not Needed,Discard,G008,Xi,,,,,,,,,,Discard,Bkg1,77,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vessels,3,,,14:11,14:13,14:12,In Vivo,[Needs MC],,G008,Xi,,,During Vessel Seal (Area 1),Yes - During Scan,Vessel Sealer Extend 8 mm,,,,,"[CH1, CH2, CH3]",Bkg1,528,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\2023_03_22_Vessels_03.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\Background\Background01.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\videos\2023_03_22_Vessels_run3.avi,,,
Vessels,4,,,14:13,14:14,14:13,In Vivo,[Needs MC],,G008,Xi,,,Raster Scan (Post Seal),Yes - Before Scan,Vessel Sealer Extend 8 mm,,,,,"[CH1, CH2, CH3]",Bkg1,1,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\2023_03_22_Vessels_04.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\Background\Background01.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\videos\2023_03_22_Vessels_run4.avi,,,
Vessels,5,,,14:15,14:14,14:14,In Vivo,[Needs MC],,G008,Xi,,,Another Raster Scan (Post Seal),Yes - Before Scan,Vessel Sealer Extend 8 mm,,,,,"[CH1, CH2, CH3]",Bkg1,21,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\2023_03_22_Vessels_05.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\Background\Background01.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\videos\2023_03_22_Vessels_run5.avi,,,
Vessels,6,,,14:16,14:17,14:16,In Vivo,[Needs MC],,G008,Xi,,,Baseline Raster (Area 2) With Additional Connective Tissue Below Vessel,Yes - After Scan,Vessel Sealer Extend 8 mm,,,,,"[CH1, CH2, CH3]",Bkg1,1,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\2023_03_22_Vessels_06.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\Background\Background01.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\videos\2023_03_22_Vessels_run6.avi,,,
Vessels,7,,,14:19,14:19,14:19,In Vivo,Not Needed,,G008,Xi,,,During Vessel Seal (Area 2),Yes - During Scan,Vessel Sealer Extend 8 mm,,,,,"[CH1, CH2, CH3]",Bkg1,269,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\2023_03_22_Vessels_07.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\Background\Background01.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\videos\2023_03_22_Vessels_run7.avi,,,
Vessels,8,,,14:20,14:20,14:20,In Vivo,[Needs MC],,G008,Xi,,,Post-Vessel Sealing Scan (Area 2),Yes - Before Scan,Vessel Sealer Extend 8 mm,,,,,"[CH1, CH2, CH3]",Bkg1,80,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\2023_03_22_Vessels_08.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\Background\Background01.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\videos\2023_03_22_Vessels_run8.avi,,,
Vessels,9,,,14:26,14:26,14:26,In Vivo,Not Needed,,G008,Xi,,,"Baseline (Area 3) With Adipose. Stitch applied at end of day to pig's right, where people standed all day).",Yes - After Scan,Vessel Sealer Extend 8 mm,,,,,"[CH1, CH2, CH3]",Bkg1,51,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\2023_03_22_Vessels_09.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\Background\Background01.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\videos\2023_03_22_Vessels_run9.avi,,,
Vessels,10,,,14:27,14:28,14:27,In Vivo,Not Needed,,G008,Xi,,,During Vessel Seal (Area 3),Yes - During Scan,Vessel Sealer Extend 8 mm,,,,,"[CH1, CH2, CH3]",Bkg1,824,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\2023_03_22_Vessels_10.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\Background\Background01.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\videos\2023_03_22_Vessels_run10.avi,,,
Vessels,11,,,14:28,14:29,14:28,In Vivo,[Needs MC],,G008,Xi,,,Post-Vessel Sealing (Area 3),Yes - After Scan,Vessel Sealer Extend 8 mm,,,,,"[CH1, CH2, CH3]",Bkg1,805,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\2023_03_22_Vessels_11.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\Background\Background01.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_Vessels\videos\2023_03_22_Vessels_run11.avi,,,
TORS,1,,,15:00,15:00,15:00,In Vivo,Not Needed,Discard,,,,,,,,,,,,Discard,Bkg1,117,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TORS,2,,,15:01,15:01,15:01,In Vivo,Not Needed,Discard,,,,,,,,,,,,Discard,Bkg1,91,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TORS,3,,,15:05,15:06,15:05,In Vivo,Not Needed,,G004X,SP,,,Oral Tongue Baseline,,,,,,,"[CH1, CH2, CH3]",Bkg2,157,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_03.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run3.avi,,,
TORS,4,,,15:06,15:07,15:06,In Vivo,Not Needed,,G004X,SP,,,Oral Tongue Baseline,,,,,,,"[CH1, CH2, CH4]",Bkg2,768,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_04.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run4.avi,,,
TORS,5,,,15:10,15:10,15:10,In Vivo,Not Needed,Discard,G004X,SP,,,,,,,,,,Discard,Bkg2,1,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TORS,6,,,15:11,15:11,15:11,In Vivo,Not Needed,Discard,G004X,SP,,,,,,,,,,Discard,Bkg2,11,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TORS,7,,,15:12,15:12,15:12,In Vivo,Not Needed,Discard,G004X,SP,,,,,,,,,,Discard,Bkg2,1,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TORS,8,,,15:13,15:13,15:13,In Vivo,[Needs MC],,G004X,SP,,,BOT Baseline,Yes - After Scan,,,,,,"[CH1, CH2, CH4]",Bkg2,433,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_08.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run8.avi,,,
TORS,9,,,15:13,15:14,15:13,In Vivo,[Needs MC],,G004X,SP,,,BOT Baseline,Yes - After Scan,,,,,,"[CH1, CH2, CH3]",Bkg2,972,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_09.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run9.avi,,,
TORS,10,,,15:14,15:15,15:14,In Vivo,Not Needed,,G004X,SP,,,Oral Tongue Photobleach Test,No,,,,,,"[CH1, CH2, CH3]",Bkg2,1,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_10.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\DECONVOLVED_FILES\2023_03_22_TORS_10.mat,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run10.avi,,,
TORS,11,,,15:16,15:16,15:16,In Vivo,Not Needed,,G004X,SP,,,Palate Baseline (Area 1),Yes - After Scan,,,,,,"[CH1, CH2, CH3]",Bkg2,1,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_11.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run11.avi,,,
TORS,12,,,15:16,15:17,15:16,In Vivo,Not Needed,,G004X,SP,,,Palate Baseline (Area 1),Yes - After Scan,,,,,,"[CH1, CH2, CH3]",Bkg2,581,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_12.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run12.avi,,,
TORS,13,,,15:17,15:18,15:17,In Vivo,Not Needed,,G004X,SP,,,Palate Baseline (Area 1),Yes - After Scan,,,,,,"[CH1, CH2, CH4]",Bkg2,691,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_13.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run13.avi,,,
TORS,14,,,15:20,15:21,15:20,In Vivo,Not Needed,,G004X,SP,,,Palate Post-Catuery (Area 1),Yes - Before Scan,,39W Cautery Effect 2,,,,"[CH1, CH2, CH4]",Bkg2,541,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_14.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run14.avi,,,
TORS,15,,,15:22,15:22,15:22,In Vivo,Not Needed,,G004X,SP,,,Palate Post-Catuery (Area 1),Yes - Before Scan,,39W Cautery Effect 2,,,,"[CH1, CH2, CH3]",Bkg2,687,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_15.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run15.avi,,,
TORS,16,,,15:24,15:25,15:24,In Vivo,Not Needed,,G004X,SP,,,Palate Post-Catuery (Area 2). No Baseline?,Yes - Before Scan,,"Max Energies: 83W 1 Sec 1st Part, 87 W 2 Sec 2nd part, 42 W 3 Sec 3rd part",,,,"[CH1, CH2, CH3]",Bkg2,295,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_16.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run16.avi,,,
TORS,17,,,15:25,15:26,15:25,In Vivo,Not Needed,,G004X,SP,,,Palate Post-Catuery (Area 2). No Baseline?,Yes - Before Scan,,"Max Energies: 83W 1 Sec 1st Part, 87 W 2 Sec 2nd part, 42 W 3 Sec 3rd part",,,,"[CH1, CH2, CH4]",Bkg2,303,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_17.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run17.avi,,,
TORS,18,,,15:26,15:27,15:26,In Vivo,Not Needed,,G004X,SP,,,Revisit Post-Cautery Palate (Area 1),Yes - Before Scan,,39W Cautery Effect 2,,,,"[CH1, CH2, CH4]",Bkg2,395,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_18.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run18.avi,,,
TORS,19,,,15:27,15:28,15:27,In Vivo,Not Needed,,G004X,SP,,,Revisit Post-Cautery Palate (Area 1),Yes - Before Scan,,39W Cautery Effect 2,,,,"[CH1, CH2, CH3]",Bkg2,606,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_19.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run19.avi,,,
TORS,20,,,15:28,15:29,15:28,In Vivo,Not Needed,,G004X,SP,,,Revisit Post-Cautery Palate (Area 2),Yes - Before Scan,,"Max Energies: 83W 1 Sec 1st Part, 87 W 2 Sec 2nd part, 42 W 3 Sec 3rd part",,,,"[CH1, CH2, CH3]",Bkg2,430,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_20.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run20.avi,,,
TORS,21,,,15:30,15:30,15:30,In Vivo,Not Needed,,G004X,SP,,,Revisit Post-Cautery Palate (Area 2),Yes - Before Scan,,"Max Energies: 83W 1 Sec 1st Part, 87 W 2 Sec 2nd part, 42 W 3 Sec 3rd part",,,,"[CH1, CH2, CH4]",Bkg2,320,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_21.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run21.avi,,,
TORS,22,,,15:34,15:35,15:34,In Vivo,Not Needed,,G004X,SP,,,Revisit Post-Cautery Palate (Area 1),Yes - Before Scan,,39W Cautery Effect 2,,,,"[CH1, CH2, CH4]",Bkg2,954,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_22.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run22.avi,,,
TORS,23,,,15:35,15:36,15:35,In Vivo,Not Needed,,G004X,SP,,,Revisit Post-Cautery Palate (Area 1),Yes - Before Scan,,39W Cautery Effect 2,,,,"[CH1, CH2, CH3]",Bkg2,300,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_23.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run23.avi,,,
TORS,24,,,15:36,15:37,15:36,In Vivo,Not Needed,,G004X,SP,,,Revisit Post-Cautery Palate (Area 2),Yes - Before Scan,,"Max Energies: 83W 1 Sec 1st Part, 87 W 2 Sec 2nd part, 42 W 3 Sec 3rd part",,,,"[CH1, CH2, CH3]",Bkg2,496,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_24.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run24.avi,,,
TORS,25,,,15:37,15:38,15:37,In Vivo,Not Needed,,G004X,SP,,,Revisit Post-Cautery Palate (Area 2),Yes - Before Scan,,"Max Energies: 83W 1 Sec 1st Part, 87 W 2 Sec 2nd part, 42 W 3 Sec 3rd part",,,,"[CH1, CH2, CH4]",Bkg2,361,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_25.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run25.avi,,,
TORS,26,,,15:42,15:43,15:42,In Vivo,Not Needed,,G004X,SP,,,Post-Cautery BOT,Yes - Before Scan,,"Max Energies: Three one second cautries of 63W, 30W, and 43 W.",,,,"[CH1, CH2, CH4]",Bkg2,741,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_26.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run26.avi,,,
TORS,27,,,15:43,15:44,15:43,In Vivo,Not Needed,,G004X,SP,,,Post-Cautery BOT,Yes - Before Scan,,"Max Energies: Three one second cautries of 63W, 30W, and 43 W.",,,,"[CH1, CH2, CH3]",Bkg2,874,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_27.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run27.avi,,,
TORS,28,,,15:44,15:45,15:44,In Vivo,Not Needed,,G004X,SP,,,Revisit BOT Post-Cautery,Yes - Before Scan,,"Max Energies: Three one second cautries of 63W, 30W, and 43 W.",,,,"[CH1, CH2, CH4]",Bkg2,610,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_28.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run28.avi,,,
TORS,29,,,15:45,15:46,15:45,In Vivo,Not Needed,,G004X,SP,,,Revisit BOT Post-Cautery,Yes - Before Scan,,"Max Energies: Three one second cautries of 63W, 30W, and 43 W.",,,,"[CH1, CH2, CH3]",Bkg2,886,,,,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\2023_03_22_TORS_29.tdms,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\Background\Background02.tdms,,,\V2 Sacramento Database\SP4-Intuitive Surgical\2023-03-21-Visit\2023_03_22_TORS\videos\2023_03_22_TORS_run29.avi,,,
